# Timing information for sensor with frame id: Sensor
# Columns are in order
# - packet index of the packet in the bag, first packet is 1
# - timestamp when rosbag wrote the packet, i.e. rosbag::MessageInstance::getTime().toNSec()
# - timestamp when data was acquired, i.e. message.header.stamp.toNSec()
#
# The data can be read in python using
# import numpy
# np.loadtxt(<filename>, dtype='uint64')
42	1512982333323886313	1512982333320994855
136	1512982333406813710	1512982333404678958
263	1512982333507273426	1512982333505897586
393	1512982333620825362	1512982333618932325
475	1512982333685426495	1512982333684237957
637	1512982333817746948	1512982333815689483
703	1512982333878449135	1512982333876752834
803	1512982333956656055	1512982333955532420
953	1512982334085467771	1512982334084441253
1043	1512982334169152102	1512982334167653141
1144	1512982334252474865	1512982334251191409
1275	1512982334381458215	1512982334378668540
1351	1512982334423308918	1512982334422598300
1418	1512982334472847211	1512982334471940713
1572	1512982334613865221	1512982334612643761
1638	1512982334652032673	1512982334650614387
1824	1512982334815222381	1512982334811935693
1899	1512982334871622145	1512982334870367036
2019	1512982334976063788	1512982334974881056
2117	1512982335041479703	1512982335040719628
2272	1512982335188541992	1512982335187306845
2396	1512982335280923819	1512982335278895491
2466	1512982335342526917	1512982335341585100
2638	1512982335488314176	1512982335486340111
2711	1512982335535962179	1512982335534712567
2833	1512982335638049797	1512982335636764194
2957	1512982335753366335	1512982335752130862
3112	1512982335876573627	1512982335874626213
3180	1512982335929731059	1512982335928633112
3295	1512982336028021646	1512982336026766840
3437	1512982336133267416	1512982336131961479
3590	1512982336271820232	1512982336270302910
3660	1512982336323490180	1512982336322330220
3778	1512982336428343892	1512982336427298031
3932	1512982336572383771	1512982336571022080
4002	1512982336608113310	1512982336606976865
4146	1512982336717641854	1512982336716508449
4253	1512982336809807599	1512982336808550591
4370	1512982336907915742	1512982336906507431
4522	1512982337048498631	1512982337046915867
4595	1512982337092688764	1512982337091849685
4756	1512982337246048041	1512982337244736325
4820	1512982337288876737	1512982337288100268
5000	1512982337442353255	1512982337441023235
5069	1512982337486258128	1512982337485153028
5228	1512982337628304264	1512982337626903621
5308	1512982337683947068	1512982337682172346
5425	1512982337790213920	1512982337789180815
5570	1512982337906231633	1512982337904948696
5718	1512982338035341539	1512982338033302553
5785	1512982338074016286	1512982338073127926
5901	1512982338180321647	1512982338179338220
6083	1512982338332172223	1512982338330839931
6126	1512982338369526181	1512982338368566492
6293	1512982338508401021	1512982338507170863
6383	1512982338569116972	1512982338567805636
6536	1512982338707172296	1512982338705601752
6609	1512982338765340774	1512982338764373480
6774	1512982338902861048	1512982338901620017
6866	1512982338964007666	1512982338963060650
7000	1512982339095350491	1512982339094139218
7117	1512982339189070245	1512982339187886968
7229	1512982339279765473	1512982339278480935
7325	1512982339356096976	1512982339355050796
7478	1512982339476437317	1512982339475356621
7638	1512982339612670329	1512982339610515051
7694	1512982339652917111	1512982339652109603
7819	1512982339764365760	1512982339762295619
7963	1512982339875573611	1512982339874509733
8113	1512982340013709244	1512982340010771419
8179	1512982340053477217	1512982340052537575
8337	1512982340193822577	1512982340192214611
8457	1512982340284000668	1512982340282776193
8575	1512982340402694367	1512982340401199804
8641	1512982340446105188	1512982340445352861
8791	1512982340561141900	1512982340560096415
8943	1512982340696555430	1512982340694513259
9057	1512982340779703023	1512982340778637349
9177	1512982340889140681	1512982340887729584
9245	1512982340940309716	1512982340939549734
9399	1512982341089900313	1512982341088313918
9519	1512982341167771544	1512982341166560892
9667	1512982341285294335	1512982341284170714
9772	1512982341371541525	1512982341369653095
9855	1512982341442703939	1512982341441402150
9995	1512982341557660150	1512982341556594372
10118	1512982341663590200	1512982341662328617
10214	1512982341732986693	1512982341731850842
10371	1512982341866513686	1512982341865342180
10459	1512982341946736987	1512982341945858339
10605	1512982342066093363	1512982342064781078
10706	1512982342140655116	1512982342139182200
10837	1512982342261189463	1512982342260010991
10931	1512982342323746920	1512982342322765440
11088	1512982342460425491	1512982342459365663
11213	1512982342568870527	1512982342567674226
11298	1512982342632256700	1512982342631120434
11460	1512982342784567642	1512982342783262952
11524	1512982342819508528	1512982342818470233
11682	1512982342960162676	1512982342958438894
11751	1512982343017381145	1512982343016559203
11902	1512982343145356712	1512982343143866972
12013	1512982343225526997	1512982343224628893
12154	1512982343337024229	1512982343335900401
12290	1512982343467761079	1512982343466492271
12351	1512982343513202422	1512982343512314844
12507	1512982343644751521	1512982343643748910
12660	1512982343775743138	1512982343774239530
12716	1512982343809281222	1512982343808392239
12872	1512982343935848076	1512982343933886963
12974	1512982344015591390	1512982344014383070
13132	1512982344146545483	1512982344145646462
13207	1512982344218807793	1512982344217428554
13386	1512982344374349319	1512982344371798175
13459	1512982344414441178	1512982344413515309
13596	1512982344542884767	1512982344541906587
13684	1512982344601890168	1512982344601053354
13847	1512982344749288102	1512982344747722795
13915	1512982344801758556	1512982344800750399
14063	1512982344916812029	1512982344915582939
14183	1512982345023170704	1512982345021928511
14307	1512982345126187949	1512982345125165321
14452	1512982345238680417	1512982345237014737
14522	1512982345296868806	1512982345295386691
14680	1512982345434499193	1512982345433461665
14799	1512982345535260049	1512982345533972279
14933	1512982345647697152	1512982345646037336
15021	1512982345718808581	1512982345717674473
15166	1512982345830286089	1512982345829219739
15256	1512982345903540378	1512982345902156200
15395	1512982346028888054	1512982346027758792
15504	1512982346112226889	1512982346110565059
15618	1512982346210472877	1512982346208923467
15751	1512982346311434331	1512982346310240404
15861	1512982346400451502	1512982346399080313
16022	1512982346539207009	1512982346537679323
16100	1512982346612662027	1512982346610858230
16200	1512982346688306018	1512982346687180671
16361	1512982346831726574	1512982346830067779
16428	1512982346882240891	1512982346881270441
16614	1512982347029322185	1512982347028152128
16732	1512982347121417947	1512982347120315376
16842	1512982347216015712	1512982347214758840
16967	1512982347327094071	1512982347325803496
17052	1512982347382085649	1512982347380965292
17182	1512982347505070605	1512982347503682377
17290	1512982347586544383	1512982347585461965
17441	1512982347710696096	1512982347709595660
17565	1512982347821751917	1512982347820505859
17624	1512982347871144783	1512982347870159689
17776	1512982347995149192	1512982347993950059
17891	1512982348080885695	1512982348080085260
18048	1512982348208533963	1512982348207533244
18114	1512982348267774893	1512982348266766357
18273	1512982348421544103	1512982348420337524
18350	1512982348467416286	1512982348466568482
18506	1512982348592340101	1512982348590251585
18616	1512982348680781945	1512982348679360376
18765	1512982348804565356	1512982348803351298
18903	1512982348929909078	1512982348928597852
18941	1512982348963251967	1512982348962269160
19128	1512982349125328970	1512982349123403665
19201	1512982349162445053	1512982349161684857
19347	1512982349280659501	1512982349279844142
19483	1512982349407452420	1512982349406254934
19577	1512982349475869738	1512982349474693013
19729	1512982349613554038	1512982349612034413
19796	1512982349662484012	1512982349661635283
19950	1512982349786414541	1512982349785395471
20070	1512982349882845618	1512982349881780238
20221	1512982350007825407	1512982350006688806
20285	1512982350055116631	1512982350053993780
20442	1512982350210717993	1512982350209143067
20557	1512982350282135252	1512982350280639202
20668	1512982350378130866	1512982350376968988
20748	1512982350450132058	1512982350449234135
20902	1512982350582054521	1512982350580920149
21020	1512982350674545836	1512982350673656166
21157	1512982350776511965	1512982350775278734
21312	1512982350913371607	1512982350910641878
21374	1512982350959740239	1512982350958974819
21496	1512982351064425683	1512982351063302859
21606	1512982351157057101	1512982351155278710
21761	1512982351289348343	1512982351288204542
21832	1512982351344595654	1512982351343757959
21981	1512982351474746492	1512982351473605471
22085	1512982351548562392	1512982351547554769
22264	1512982351720444885	1512982351717036377
22343	1512982351762282264	1512982351761532217
22497	1512982351905090409	1512982351901854236
22567	1512982351950817029	1512982351949975933
22717	1512982352074893627	1512982352073746376
22847	1512982352185683964	1512982352184744275
22984	1512982352297585225	1512982352295681047
23048	1512982352338296165	1512982352337246362
23190	1512982352467347758	1512982352465392784
23302	1512982352557609061	1512982352555754619
23414	1512982352654675776	1512982352653781388
23516	1512982352731664637	1512982352730765916
23695	1512982352888642284	1512982352887262390
23771	1512982352932489117	1512982352931231348
23888	1512982353041040508	1512982353039963931
24040	1512982353157057456	1512982353155963521
24168	1512982353286973488	1512982353285361210
24230	1512982353328607640	1512982353327852330
24374	1512982353443749704	1512982353442277948
24529	1512982353567295475	1512982353566010086
24595	1512982353625815802	1512982353624898674
24718	1512982353733399850	1512982353732257124
24868	1512982353854973746	1512982353854029609
24988	1512982353953715569	1512982353952084480
